summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2019-Texas State @ Arkansas State,168716,2019-10-26T23:00:00.000Z,14,-14,-115,-105,2019-10-20T21:02:10.937Z,final,regular,2019,TRUE,TRUE,Texas State,Sun Belt,Arkansas State,Sun Belt,West,Centennial Bank Stadium,FALSE,Jonesboro,AR,14,38,West,,,9,,,,,,,,69.4,13,0.295041477,19.24014286,0.445189314,1.427667692,0.533333333,0.191348823,3.324080328,89.2,1.423986571,35.4,1.341192083,31,0.199167479,0.480786213,1.215652064,0.485477074,0.362713365,2.016428013,0.177975523,3.720170323,0.432508626,1.032647725,0.383788664,14.9640187,0.440220179,1.793953064,89.4,13.6,0.205256675,18.48888526,0.485345813,1.140971607,0.822222222,0.177121819,2.740725922,129.4,1.266009,58.2,1.615903328,74,0.124013991,0.517285454,0.950021781,0.413794605,0.398432602,1.826666952,0.140611136,8.062690011,0.459975854,1.033785073,0.283393405,12.1109184,0.494880952,1.409729035,67.4,13.4,0.025004934,1.570100662,0.356093356,1.377509725,0.726666667,0.292112299,2.120066845,47.4,0.952005348,20.2,0.952139038,20.8,-0.110120904,0.386721427,1.104553715,0.22443272,0.307523809,1.88400405,-0.087325465,-1.660192207,0.343315508,0.906143098,0.11292125,3.352421544,0.3507998,1.735024327,69.2,13.2,0.169957624,12.45831092,0.446865433,1.029861414,0.745714286,0.123338687,3.324381915,140.4,0.954404694,41.2,1.228290835,54.8,0.136791818,0.495109692,0.885910516,0.272898781,0.295722689,1.814608608,0.108064791,5.568007147,0.432548278,0.788583236,0.276398565,7.369848447,0.424140148,1.492816631,FALSE
2019-Troy @ Georgia State,168331,2019-10-26T23:00:00.000Z,-1,1,-110,-110,2019-10-20T20:23:08.611Z,final,regular,2019,TRUE,TRUE,Troy,Sun Belt,Georgia State,Sun Belt,East,Georgia State Stadium,FALSE,Atlanta,GA,33,52,East,,,9,,,,,,,,76.8,12.4,0.298490884,24.18588569,0.492410654,1.231963734,0.64,0.191275197,3.301141496,146.6,1.387363085,61.4,1.714909978,79.6,0.242067821,0.532802285,1.062323913,0.496446836,0.384046784,1.961286335,0.222636426,11.02786942,0.482307622,0.979714457,0.356858577,13.08636134,0.472344322,1.783893676,63.8,11.2,0.38394417,24.7056029,0.456903524,1.440783262,0.63,0.166557478,3.232838425,123,1.323833886,44.6,2.531475893,91.4,0.287116142,0.48881691,1.256833578,0.571540332,0.369019608,1.952405644,0.260158734,10.74277294,0.425659428,1.23117662,0.530728174,14.03863674,0.489035516,1.831260336,80.2,12.6,0.258961104,19.08911658,0.493612996,1.197865254,0.743076923,0.152359093,2.9056743,113.6,1.162104218,45,1.216930875,46.2,0.201305174,0.522975456,1.048029649,0.413805869,0.390920506,1.826593672,0.065652219,4.803307086,0.456485289,0.910458517,0.390154229,15.94611298,0.504494192,1.504820414,65.2,12.2,0.098723239,7.950141048,0.397650941,1.250885933,0.586666667,0.252429192,2.686886652,77,0.999120057,27.6,0.507312325,14.2,0.049208876,0.464607934,1.06449551,0.197504053,0.279473468,1.724182669,-0.016946356,-0.179505246,0.383677061,0.867064648,0.239173637,9.192116581,0.388831432,1.752123888,FALSE
2019-Arkansas @ Alabama,168326,2019-10-26T23:00:00.000Z,34,-34,-115,-105,2019-10-20T21:02:09.684Z,final,regular,2019,TRUE,TRUE,Arkansas,SEC,Alabama,SEC,West,Bryant-Denny Stadium,FALSE,Tuscaloosa,AL,7,48,West,,,9,,,,,,,,63.8,11,0.400091496,25.66160029,0.539964377,1.294662726,0.853333333,0.172235264,3.489902342,103.4,1.360745798,40.4,0.579087504,17.8,0.200682568,0.549362391,0.990877867,0.947801545,0.519869728,2.08885562,0.182687079,5.69275191,0.571925009,0.721100636,0.602548741,20.70818546,0.493867596,1.977402011,73.2,12,0.049273965,4.215653547,0.397768737,1.115608016,0.723809524,0.177965471,2.57001688,86,0.894843028,29.6,1.280771134,40.6,0.051436559,0.429251209,1.067165886,0.0383467,0.331805232,1.212123943,0.108083413,3.303199277,0.405776317,1.046072112,0.084787571,3.50230626,0.369219297,1.524456456,70.8,12.8,0.129627296,9.285817578,0.405764934,1.332630547,0.57,0.241801948,2.826785714,81.2,1.062391775,30.2,1.517316017,44.6,-0.010829811,0.425989975,1.025950761,0.446703364,0.366490746,2.140560769,0.023810788,1.065331276,0.378219697,1.008203118,0.182492998,7.920336989,0.390873642,1.613734377,70.2,13,0.29694798,20.83960879,0.467465309,1.291765353,0.54,0.255358218,2.94611912,115,1.284406995,49,2.130661753,84.8,0.161233321,0.487648736,0.990185597,0.566036125,0.418520845,2.19121309,0.19874751,8.30832734,0.425055581,1.165827575,0.427512257,11.77786812,0.481330249,1.573988129,FALSE
2019-Missouri @ Kentucky,168914,2019-10-26T23:30:00.000Z,-9.5,9.5,-115,-105,2019-10-20T20:37:27.638Z,final,regular,2019,TRUE,TRUE,Missouri,SEC,Kentucky,SEC,East,Kroger Field,FALSE,Lexington,KY,7,29,East,,,9,,,,,,,,64.6,11.4,0.014362297,1.996988554,0.348986637,1.2102227,0.419047619,0.180128205,3.102227564,107.4,1.113621795,38.8,1.583333333,54.6,-0.034434299,0.40413163,0.943700813,0.097849752,0.263307166,1.851834691,0.118172509,4.152249902,0.382371795,1.024560977,-0.067116918,-2.490461384,0.314627261,1.532746038,61.6,11.2,0.194295542,11.66687233,0.443456138,1.22919902,0.624761905,0.220253675,2.919306428,107.6,1.282207755,46.2,2.255520061,77,0.071927022,0.479698632,0.945764802,0.519358585,0.351829574,2.307337114,0.238288327,8.749868633,0.44050466,1.327925339,0.105387367,3.177430863,0.403427883,1.330156035,73.2,13,0.20577387,15.12709282,0.432647634,1.263579106,0.666666667,0.180668563,3.010528115,121,1.157473899,46.4,1.554019748,62.6,0.164440848,0.482223459,1.08072669,0.274818515,0.327708765,2.092396919,0.134429002,5.021363217,0.420956892,1.03306333,0.291127967,9.47071472,0.41873479,1.685323447,66.4,13.8,-0.074053294,-4.301034332,0.287458869,1.314855696,0.62,0.275114475,2.316074012,78.8,0.57348659,21,0.339497243,13.8,-0.198520474,0.312316714,0.984500611,0.126232306,0.249267483,2.001404574,-0.080687564,-1.737674344,0.300603682,0.801505194,-0.056703432,-2.892111686,0.278784369,1.902553097,FALSE
2019-Notre Dame @ Michigan,168521,2019-10-26T23:30:00.000Z,1.5,-1.5,-105,-115,2019-10-20T21:02:12.234Z,final,regular,2019,FALSE,FALSE,Notre Dame,Independent,Michigan,Big Ten,East,Michigan Stadium,FALSE,Ann Arbor,MI,14,45,,,,9,,,,,,,,73,12.4,0.185950177,13.30082884,0.417078056,1.355421919,0.454805195,0.18940966,2.877920394,106.2,0.991826178,35.2,0.553120155,18.8,0.084502659,0.446886936,1.106621428,0.415429871,0.358897436,1.95378026,0.084286518,3.687670045,0.377759392,1.089461129,0.29734407,9.823686865,0.453322259,1.608203748,63.2,12.2,0.064404964,4.929512403,0.370608909,1.115538161,0.623809524,0.202545994,2.415414675,101.2,0.639010644,27.4,1.487832757,72.6,0.082574811,0.426887376,1.018091323,-0.042777243,0.214568765,1.629556668,-0.004398068,2.888525723,0.34980633,0.860713916,-0.054260063,2.446843663,0.380108815,1.462484828,68,13,0.134072595,9.370029836,0.424585876,1.213895842,0.708333333,0.2,2.515416667,66,0.954166667,29,3.15,126,0.046449735,0.447794118,1.097544982,0.318581188,0.377470356,1.520429213,0.054538832,2.072641808,0.45,0.917643579,0.202607115,7.573639788,0.377470356,1.613631343,61,12,-0.008881554,-0.322197165,0.366935484,1.007346997,0.2,0.18907563,2.863235294,89.5,1.06197479,34.5,0.366596639,11.5,-0.142490987,0.438175676,0.796793278,0.224601087,0.248023716,1.764419467,-0.035838456,-0.839597032,0.348739496,0.78293475,0.073280423,0.71955195,0.369375,1.391054946,FALSE
2019-Boston College @ Clemson,168329,2019-10-26T23:30:00.000Z,35,-35,-110,-110,2019-10-20T20:23:08.734Z,final,regular,2019,TRUE,TRUE,Boston College,ACC,Clemson,ACC,Atlantic,Memorial Stadium (SC),FALSE,Clemson,SC,7,59,Atlantic,,,9,,,,,,,,71.8,13.6,0.286497444,20.01846616,0.490408246,1.239447465,0.753333333,0.132051311,3.718120075,138.6,1.634177425,60.8,1.794927462,64.6,0.281456275,0.533983895,1.090254908,0.287160824,0.361415831,1.763762923,0.323332596,11.21229124,0.55038181,1.004267008,0.262816604,8.746451935,0.417175172,1.653824569,63.4,14.6,-0.088937573,-5.732763581,0.296939842,1.171205255,0.366666667,0.208861589,2.845454545,90.8,1.054234234,34.2,1.230993788,38.8,-0.201685014,0.34955093,0.908442373,0.095011165,0.213492063,1.818897979,0.037127353,0.823679906,0.351908272,0.959961549,-0.216672318,-5.91385132,0.214730068,1.732850745,74.2,13.2,0.32273914,23.71461671,0.466005153,1.33869379,0.871428571,0.160942618,3.258597034,160.6,1.128447453,55.8,1.783360413,90.2,0.22026675,0.491543891,1.119257023,0.503813928,0.401307372,1.860855012,0.191577884,10.09571564,0.467080593,0.947252083,0.579094621,13.9914077,0.433227203,2.27392188,80.2,13,0.149789154,12.49121093,0.414741857,1.330507153,0.611666667,0.281585082,2.333925175,100,0.833222222,34.6,1.020570319,43,-0.097681242,0.415941764,0.873730728,0.612549179,0.406177979,2.168011998,-0.02642476,-0.448813176,0.363990676,0.942663206,0.369643994,13.37078856,0.447517511,1.776822536,FALSE
2019-Arizona State @ UCLA,168718,2019-10-26T23:30:00.000Z,-3,3,-110,-110,2019-10-20T21:02:11.791Z,final,regular,2019,TRUE,TRUE,Arizona State,Pac 12,UCLA,Pac 12,South,Rose Bowl,FALSE,Pasadena,CA,32,42,South,,,9,,,,,,,,63,11,0.16314008,10.27782506,0.365079365,1.475708548,1,0.294117647,2.647058824,90,1.117647059,38,1.882352941,64,-0.077404657,0.394736842,1.076127462,0.528768081,0.32,2.224923084,0.019558942,0.665004013,0.323529412,1.211459423,0.331476588,9.612821049,0.413793103,1.717936911,66,11,0.587578917,38.78020854,0.590909091,1.369848221,1,0.15,3.6875,148,1.775,71,3,120,0.40378718,0.62,1.136874655,1.161928097,0.5,2.272620789,0.470682164,18.82728654,0.55,1.168387032,0.90368937,21.68854488,0.625,1.963679254,66,11.6,0.150147983,11.19808573,0.398042405,1.317872325,0.521428571,0.201413679,2.841104331,94.8,1.023766421,35,0.955331808,32.2,0.008084868,0.410805323,1.091621253,0.478191231,0.371167819,1.913416936,0.095953895,2.6457072,0.379606746,1.076379815,0.229969353,9.149224208,0.395770516,1.638855637,70.2,11.6,0.177113332,12.80957722,0.416306973,1.144422019,0.783333333,0.237716745,2.307335383,73,0.824096468,24,0.794026098,16.8,0.141300932,0.467997003,1.022360873,0.244126878,0.311428038,1.469010068,0.058666367,1.14288438,0.412288037,0.964947791,0.324466769,11.73181591,0.398347339,1.654559745,FALSE
2019-Colorado State @ Fresno State,169104,2019-10-26T23:30:00.000Z,13.5,-13.5,-110,-110,2019-10-20T20:37:28.081Z,final,regular,2019,TRUE,FALSE,Colorado State,Mountain West,Fresno State,Mountain West,West,Bulldog Stadium (CA),FALSE,Fresno,CA,41,31,Mountain,,,9,,,,,,,,66.4,12.8,0.252006328,16.67226483,0.477902373,1.216665171,0.9,0.175023595,3.149753754,103.6,1.293303303,42,1.968863149,64.2,0.258064417,0.5398776,1.036143914,0.237917817,0.337445055,1.800965072,0.244533455,8.919987379,0.482698413,1.026512513,0.261474484,7.971611663,0.442289454,1.560915103,70.4,12.4,0.12829087,9.386357809,0.432025201,1.082628635,0.624285714,0.204316225,2.80512466,111,0.947116705,35,0.778182412,26.6,0.102106531,0.49545,0.879817277,0.224209843,0.299545788,1.912961509,0.106356496,7.196158725,0.442057317,0.855875358,0.459840855,2.66753081,0.430351676,1.72169661,69.8,14,0.228330184,18.0081098,0.403749781,1.350263984,0.504444444,0.267718042,2.562202922,80.4,0.890664629,29.4,1.535643303,52.4,0.113841779,0.450685252,1.102411638,0.46553416,0.313709853,2.030332024,0.022442778,2.118783613,0.348462885,0.913540421,0.415484598,16.10563236,0.429631791,1.72738249,70,14,0.078145297,5.111331703,0.388020395,1.157862235,0.635897436,0.174304637,3.267260449,136.8,1.08133397,45.2,1.60548821,66.4,0.056490336,0.44570252,1.104832017,0.081401576,0.255034971,1.467416342,0.12624341,6.649842506,0.411263397,0.979645431,-0.003307022,-1.43373178,0.315867342,1.639991099,TRUE
2019-Louisiana Tech @ UTEP,168920,2019-10-27T00:00:00.000Z,-19.5,19.5,-110,-110,2019-10-20T21:02:12.862Z,final,regular,2019,TRUE,TRUE,Louisiana Tech,Conference USA,UTEP,Conference USA,West,Sun Bowl,FALSE,El Paso,TX,42,21,West,,,9,,,,,,,,63.4,10.6,0.1392232,8.969602109,0.415192398,1.152045688,0.604761905,0.184227967,2.889990579,99.2,1.211517344,41.2,1.499221104,46.8,0.136096295,0.465371849,1.123002696,0.149190225,0.309758454,1.289322168,0.212529724,7.06608455,0.454571039,1.035002569,0.155535642,3.449645736,0.338071946,1.815191905,62.6,10.6,0.312053551,19.40132371,0.467225816,1.304069711,0.78,0.16006199,3.097988542,115.2,1.142588186,42.8,1.465154975,56.2,0.126806693,0.483195678,0.967401171,0.733850318,0.430764956,2.157560684,0.175656756,6.974276681,0.436589146,1.035507114,0.495136754,13.16016359,0.446566807,1.930152384,70.6,13,0.308400345,22.07180228,0.500525181,1.171057818,0.823809524,0.188316334,3.077481708,105.2,1.297101863,43,2.196719706,73.6,0.23957481,0.541516127,1.015416184,0.472814448,0.411028295,1.660936548,0.242368963,8.89813151,0.498465932,1.046943444,0.443331024,14.11092139,0.487403368,1.499419453,77,13.6,0.017790624,-0.001206868,0.395907542,1.191496997,0.845714286,0.242249494,2.417770543,86.4,0.965341104,33.6,1.058179928,35.6,-0.084826229,0.431869556,0.879226177,0.173700649,0.270740371,2.12092318,0.026773765,-0.653017964,0.383892983,1.076280553,0.034744161,0.788031615,0.394227403,1.470976064,TRUE
2019-California @ Utah,168543,2019-10-27T02:00:00.000Z,17.5,-17.5,-110,-110,2019-10-20T20:37:28.621Z,final,regular,2019,TRUE,FALSE,California,Pac 12,Utah,Pac 12,South,Rice-Eccles Stadium,FALSE,Salt Lake City,UT,0,35,North,,,9,,,,,,,,69.5,11.5,0.266456824,18.83557448,0.504989605,1.193548389,0.730769231,0.205574913,3.058237929,141,1.279243405,58,1.395968144,64.5,0.068909476,0.53452381,0.886970501,0.970648063,0.407272728,2.63418396,0.162060862,7.739481215,0.513439522,0.953612142,0.452742018,11.09609327,0.488333334,1.638226663,52,10.5,-0.14801554,-7.696808061,0.221153846,1.406246721,0.333333334,0.1875,2.495,67.5,0.8625,24.5,0.666666667,20,-0.220527655,0.25625,1.122372367,-0.078200271,0.167592593,2.157832634,0.016967077,0.517022049,0.241666667,1.436275725,-0.388388896,-8.61865226,0.172619048,1.269693849,70.2,12.4,0.067862154,4.551734236,0.349622351,1.313771204,0.596666667,0.233980608,2.797073389,104.6,1.107920707,42.2,1.078598578,41.2,-0.082645785,0.377253839,0.951148259,0.280257855,0.281487395,1.963992542,0.110100293,3.968113404,0.391606981,1.135531594,0.036849929,0.530753592,0.271205792,1.880766162,74.2,12.6,0.032965757,2.503004451,0.403839367,1.027247522,0.815555556,0.16740121,3.069284029,107.8,1.012962613,35.8,0.603222097,21.6,-0.015835295,0.480032956,0.84428151,0.124424891,0.265490314,1.628412946,0.080701853,3.27022568,0.458328538,0.738450752,-0.015748076,-0.357183196,0.328570528,1.577020142,FALSE
2019-Utah State @ Air Force,168719,2019-10-27T02:15:00.000Z,2.5,-2.5,-110,-115,2019-10-20T20:37:28.804Z,final,regular,2019,TRUE,TRUE,Utah State,Mountain West,Air Force,Mountain West,Mountain,Falcon Stadium,FALSE,Colorado Springs,CO,7,31,Mountain,,,9,,,,,,,,69.4,10.6,0.323240472,21.70568663,0.497010647,1.171482862,0.835555556,0.126723503,3.186914252,182.6,0.954579845,54.6,1.102247905,59.4,0.352896636,0.530808827,1.125539976,0.292574464,0.357736516,1.473945516,0.222920979,13.96428728,0.47136458,1.011201056,1.059701418,7.694737054,0.547619048,2.369377691,61,10.2,0.214200143,12.28206782,0.452404845,1.324889793,0.734285714,0.192815352,2.862381517,78.2,1.042591714,26.8,0.720214376,18.4,0.16056457,0.486666667,1.09618648,0.311865823,0.380984848,1.761455592,0.047093133,1.583773478,0.407829583,0.908222312,0.594256014,10.62436913,0.544170772,1.734635506,82.6,13.8,0.184815576,15.60165267,0.467319073,1.164938513,0.890659341,0.214653321,2.984821189,117.2,1.169173186,44.8,1.449488333,57.2,0.151238814,0.505827016,0.998917976,0.283599602,0.378428978,1.741806378,0.157607197,6.695240347,0.475949191,0.935849318,0.183071682,9.148322187,0.420573595,1.527416894,73.6,14,0.077278968,5.953987394,0.386949866,1.155094845,0.587777778,0.190637229,2.793829749,100.6,0.870665972,32,0.390522065,14.6,0.070778628,0.461396267,0.930282871,0.124192773,0.251071017,1.926771651,0.004663066,0.719141738,0.401676957,0.764408082,0.174773859,5.903772081,0.362827741,1.718471786,FALSE
2019-Washington State @ Oregon,168332,2019-10-27T02:30:00.000Z,14,-14,-115,-105,2019-10-20T20:37:29.196Z,final,regular,2019,TRUE,TRUE,Washington State,Pac 12,Oregon,Pac 12,North,Autzen Stadium,FALSE,Eugene,OR,35,37,North,,,9,,,,,,,,71.4,12,0.376446512,27.59280551,0.485370019,1.37356776,0.703333333,0.134122995,3.046900871,107.4,0.992240963,35.6,1.672333235,61.2,0.229461681,0.507054939,1.127105616,0.799979698,0.444166667,2.126474798,0.152511766,6.054004579,0.453384061,0.868648259,0.603152748,21.66316694,0.515474061,1.781644677,67.6,12,-0.000277857,-0.230293743,0.342856712,1.097431374,0.633333333,0.206661306,2.641866819,82.6,0.808425609,27,0.4405491,14.8,-0.032971258,0.405872494,0.891910638,0.066283196,0.22259387,1.629465015,0.004799958,1.271663564,0.328364226,0.914970704,-0.021354115,-1.098635206,0.315349871,1.414338365,75.33333333,12,0.159174024,12.31161989,0.463652968,1.066445104,0.55952381,0.3,2.004444444,29.66666667,0.933333333,13.33333333,1.733333333,26,0.129678707,0.513532763,0.992264846,0.283705834,0.345082163,1.371432836,-0.030918247,-0.309167278,0.411111111,1.0859602,0.223115199,13.4548317,0.453203283,1.202836747,66.33333333,12.66666667,0.242965743,15.8058919,0.431844156,1.376657895,0.869047619,0.121568628,3.552679739,115.6666667,1.420261438,46.33333333,1.667973856,54.66666667,0.154888306,0.463115336,1.048224746,0.51602211,0.378489327,2.231340179,0.27610992,8.857901324,0.452287582,1.188379726,0.240135826,7.598657247,0.400877193,1.717537223,TRUE
2019-San Diego State @ UNLV,169107,2019-10-27T02:30:00.000Z,-10,10,-115,-105,2019-10-20T21:02:14.348Z,final,regular,2019,TRUE,TRUE,San Diego State,Mountain West,UNLV,Mountain West,West,Sam Boyd Stadium,FALSE,Las Vegas,NV,20,17,West,,,9,,,,,,,,75.6,14.6,0.114193929,8.216908199,0.41001828,1.192033096,0.674285714,0.165896086,2.974723123,107.4,1.157766116,41.6,1.422255663,52.8,0.084574342,0.472816702,1.005339502,0.183810484,0.28047619,1.86568275,0.229174965,9.040248112,0.477682884,1.059883663,0.010760489,-0.310106199,0.332721182,1.404274238,69.4,15,0.311626104,20.33471989,0.454533055,1.345045265,0.633333333,0.188320344,3.035135894,112.6,1.074324161,40,2.28437348,85.4,0.256885061,0.51242641,1.139740207,0.390108723,0.329363585,1.953126501,0.233196373,9.286140082,0.441271794,1.120392845,0.412187133,11.55197197,0.432278767,1.845328738,74.2,12,0.034845683,2.699501405,0.387833158,0.989553529,0.653333333,0.251095698,2.525408768,109.2,0.848647178,36.4,0.475437732,21.6,-0.02473349,0.42726785,0.866752708,0.088957263,0.295474401,1.329681362,-0.077054594,-2.647220382,0.356590625,0.737563071,0.206742031,6.027836172,0.396789989,1.479628474,58.4,11.6,0.016670662,1.501172922,0.36300076,1.004168558,0.275,0.29995614,2.188505848,55.6,0.784342105,20,0.354273879,10,-0.104424033,0.411259968,0.727311672,0.229477709,0.267234753,1.776620031,-0.186707864,-3.038803174,0.315560429,0.584511437,0.141372714,4.980798448,0.36174246,1.392523422,FALSE
2019-West Virginia @ Baylor,168907,2019-11-01T00:00:00.000Z,17,-17,-100,-120,2019-10-27T19:55:03.298Z,final,regular,2019,TRUE,TRUE,West Virginia,Big 12,Baylor,Big 12,,McLane Stadium,FALSE,Waco,TX,14,17,,,,10,,,,,,,,65.6,13,0.2848021,17.52692248,0.459007596,1.420303755,0.531428571,0.229126344,2.632780018,85.6,1.096375448,35.4,1.836021505,58.2,0.098567811,0.467610017,1.123816558,0.644622118,0.438894763,1.989801799,0.15021705,4.885948274,0.438037634,1.191930698,0.477201648,13.39969828,0.460102564,1.862708164,77.6,12.8,0.07065853,5.813637852,0.41744373,1.156685865,0.716666667,0.247498675,2.630867293,93,0.936608783,33.2,0.909293226,37.4,-0.055093256,0.459202769,0.841438971,0.28493456,0.338960774,1.944633221,-0.006291024,0.142638584,0.343392494,1.003630611,0.144566206,6.524071171,0.453702799,1.378893551,59,13,-0.231849074,-13.67909538,0.271186441,1.301779414,0.5,0.413793103,1.35862069,39,0.379310345,11,0.083333333,2,-0.177285585,0.342857143,1.161626062,-0.311420829,0.166666667,1.722239473,-0.154876097,-4.491406823,0.310344828,0.644541825,-0.306256285,-9.187688559,0.233333333,2.146799173,79,11,0.174150763,13.75791028,0.506329114,1.037921297,0.75,0.208333333,3.19375,153,1.5,72,0.625,30,0.085288826,0.526315789,0.897939693,0.404383964,0.454545455,1.457866109,0.139313916,6.687067979,0.5625,0.859926677,0.226363957,6.790918696,0.4,1.501575667,TRUE
2019-Georgia Southern @ Appalachian State,168538,2019-11-01T00:00:00.000Z,19.5,-19.5,-110,-110,2019-10-27T19:55:03.475Z,final,regular,2019,TRUE,TRUE,Georgia Southern,Sun Belt,Appalachian State,Sun Belt,East,Kidd Brewer Stadium,FALSE,Boone,NC,24,21,East,,,10,,,,,,,,71.8,12.2,0.333692279,23.84094946,0.482539241,1.263286553,0.65,0.130279954,3.422362506,151.2,1.245668249,54.2,1.872096531,82,0.237682428,0.523634666,1.002104714,0.564421317,0.372156863,2.193945296,0.310515149,13.31886866,0.477026082,1.109299874,0.395441515,10.3905603,0.47979386,1.590347969,59.8,12.2,0.000678023,0.71566602,0.307595991,1.275576349,0.593333333,0.213782644,2.577469937,81.6,1.00257307,32,0.827679031,26.2,-0.127338974,0.330912698,1.013847699,0.203840343,0.273561049,1.820496897,0.020744729,0.585025494,0.316966867,1.148009483,-0.025036971,0.211513036,0.27987013,1.997850925,71.2,12,0.17834473,11.84911882,0.453132236,1.093320487,0.789206349,0.178403401,3.002389219,175,1.33371033,77,2.230620565,120.8,0.117546171,0.510352575,0.847644939,0.311753649,0.326420596,1.947864398,0.24197077,13.48657331,0.465980284,1.152817019,-0.175778068,-1.196304153,0.235964912,1.773431444,65,12.4,0.089127815,6.019109665,0.341626774,1.388555605,0.45,0.250457619,2.335285431,97.2,0.825971655,36.2,0.602590693,28.8,0.111509892,0.409690894,1.403551195,0.052117256,0.215091164,1.655344625,-0.025340655,1.827804921,0.324195476,0.870274999,0.193572935,4.397338819,0.317306122,2.017778247,TRUE
